text_input,reasoning_class,validity
"If Wendy is rude, then Diana is loud. Diana is loud. Is Wendy rude?",Affirming the Consequent,No
"If Nina is lazy, then Yara is angry. Yara is angry. Is Nina lazy?",Affirming the Consequent,No
"If Quinn is clever, then Sam is happy. Sam is happy. Is Quinn clever?",Affirming the Consequent,No
"If Xander is sad, then Leo is short. Leo is short. Is Xander sad?",Affirming the Consequent,No
"If Oscar is brave, then Jack is proud. Jack is proud. Is Oscar brave?",Affirming the Consequent,No
"If Sam is sad, then Kara is proud. Kara is proud. Is Sam sad?",Affirming the Consequent,No
"If Frank is proud, then Hank is short. Hank is short. Is Frank proud?",Affirming the Consequent,No
"If Victor is rude, then Uma is quiet. Uma is quiet. Is Victor rude?",Affirming the Consequent,No
"If Hank is sad, then Sam is happy. Sam is happy. Is Hank sad?",Affirming the Consequent,No
"If Jack is rude, then Oscar is sad. Oscar is sad. Is Jack rude?",Affirming the Consequent,No
"If Rita is curious, then Xander is polite. Xander is polite. Is Rita curious?",Affirming the Consequent,No
"If Ivy is calm, then Kara is smart. Kara is smart. Is Ivy calm?",Affirming the Consequent,No
"If Oscar is sad, then Hank is angry. Hank is angry. Is Oscar sad?",Affirming the Consequent,No
"If Xander is curious, then Hank is quiet. Hank is quiet. Is Xander curious?",Affirming the Consequent,No
"If Xander is smart, then Nina is kind. Nina is kind. Is Xander smart?",Affirming the Consequent,No
"If Tina is proud, then Mona is short. Mona is short. Is Tina proud?",Affirming the Consequent,No
"If Tina is happy, then Sam is clever. Sam is clever. Is Tina happy?",Affirming the Consequent,No
"If Grace is kind, then Quinn is brave. Quinn is brave. Is Grace kind?",Affirming the Consequent,No
"If Jack is smart, then Tina is happy. Tina is happy. Is Jack smart?",Affirming the Consequent,No
"If Kara is brave, then Quinn is proud. Quinn is proud. Is Kara brave?",Affirming the Consequent,No
"If Bob is sad, then Xander is tall. Xander is tall. Is Bob sad?",Affirming the Consequent,No
"If Mona is brave, then Hank is loud. Hank is loud. Is Mona brave?",Affirming the Consequent,No
"If Kara is brave, then Uma is short. Uma is short. Is Kara brave?",Affirming the Consequent,No
"If Nina is gentle, then Bob is calm. Bob is calm. Is Nina gentle?",Affirming the Consequent,No
"If Frank is sad, then Wendy is short. Wendy is short. Is Frank sad?",Affirming the Consequent,No
"If Grace is sad, then Tina is loud. Tina is loud. Is Grace sad?",Affirming the Consequent,No
"If Paul is loud, then Alice is short. Alice is short. Is Paul loud?",Affirming the Consequent,No
"If Sam is gentle, then Grace is honest. Grace is honest. Is Sam gentle?",Affirming the Consequent,No
"If Quinn is shy, then Victor is short. Victor is short. Is Quinn shy?",Affirming the Consequent,No
"If Eve is proud, then Xander is shy. Xander is shy. Is Eve proud?",Affirming the Consequent,No
"If Quinn is curious, then Mona is rude. Mona is rude. Is Quinn curious?",Affirming the Consequent,No
"If Tina is gentle, then Yara is honest. Yara is honest. Is Tina gentle?",Affirming the Consequent,No
"If Charlie is happy, then Sam is kind. Sam is kind. Is Charlie happy?",Affirming the Consequent,No
"If Mona is short, then Rita is loud. Rita is loud. Is Mona short?",Affirming the Consequent,No
"If Eve is smart, then Alice is proud. Alice is proud. Is Eve smart?",Affirming the Consequent,No
"If Xander is curious, then Bob is happy. Bob is happy. Is Xander curious?",Affirming the Consequent,No
"If Hank is happy, then Xander is loud. Xander is loud. Is Hank happy?",Affirming the Consequent,No
"If Uma is rude, then Yara is kind. Yara is kind. Is Uma rude?",Affirming the Consequent,No
"If Rita is short, then Jack is loud. Jack is loud. Is Rita short?",Affirming the Consequent,No
"If Bob is rude, then Mona is gentle. Mona is gentle. Is Bob rude?",Affirming the Consequent,No
"If Uma is kind, then Quinn is rude. Quinn is rude. Is Uma kind?",Affirming the Consequent,No
"If Wendy is kind, then Tina is gentle. Tina is gentle. Is Wendy kind?",Affirming the Consequent,No
"If Eve is honest, then Diana is sad. Diana is sad. Is Eve honest?",Affirming the Consequent,No
"If Hank is smart, then Sam is angry. Sam is angry. Is Hank smart?",Affirming the Consequent,No
"If Tina is short, then Nina is polite. Nina is polite. Is Tina short?",Affirming the Consequent,No
"If Bob is sad, then Yara is short. Yara is short. Is Bob sad?",Affirming the Consequent,No
"If Paul is angry, then Eve is calm. Eve is calm. Is Paul angry?",Affirming the Consequent,No
"If Zane is lazy, then Frank is kind. Frank is kind. Is Zane lazy?",Affirming the Consequent,No
"If Mona is proud, then Oscar is tall. Oscar is tall. Is Mona proud?",Affirming the Consequent,No
"If Kara is smart, then Victor is sad. Victor is sad. Is Kara smart?",Affirming the Consequent,No
"If Bob is polite, then Xander is angry. Xander is angry. Is Bob polite?",Affirming the Consequent,No
"If Eve is shy, then Paul is happy. Paul is happy. Is Eve shy?",Affirming the Consequent,No
"If Paul is short, then Diana is quiet. Diana is quiet. Is Paul short?",Affirming the Consequent,No
"If Hank is polite, then Quinn is honest. Quinn is honest. Is Hank polite?",Affirming the Consequent,No
"If Xander is loud, then Nina is quiet. Nina is quiet. Is Xander loud?",Affirming the Consequent,No
"If Quinn is tall, then Grace is curious. Grace is curious. Is Quinn tall?",Affirming the Consequent,No
"If Ivy is curious, then Mona is clever. Mona is clever. Is Ivy curious?",Affirming the Consequent,No
"If Kara is sad, then Sam is clever. Sam is clever. Is Kara sad?",Affirming the Consequent,No
"If Kara is curious, then Quinn is angry. Quinn is angry. Is Kara curious?",Affirming the Consequent,No
"If Tina is kind, then Yara is curious. Yara is curious. Is Tina kind?",Affirming the Consequent,No
"If Oscar is lazy, then Frank is kind. Frank is kind. Is Oscar lazy?",Affirming the Consequent,No
"If Nina is proud, then Grace is lazy. Grace is lazy. Is Nina proud?",Affirming the Consequent,No
"If Alice is honest, then Bob is angry. Bob is angry. Is Alice honest?",Affirming the Consequent,No
"If Leo is tall, then Zane is sad. Zane is sad. Is Leo tall?",Affirming the Consequent,No
"If Uma is honest, then Jack is polite. Jack is polite. Is Uma honest?",Affirming the Consequent,No
"If Grace is proud, then Victor is quiet. Victor is quiet. Is Grace proud?",Affirming the Consequent,No
"If Mona is happy, then Diana is polite. Diana is polite. Is Mona happy?",Affirming the Consequent,No
"If Paul is short, then Grace is lazy. Grace is lazy. Is Paul short?",Affirming the Consequent,No
"If Bob is sad, then Wendy is lazy. Wendy is lazy. Is Bob sad?",Affirming the Consequent,No
"If Mona is calm, then Diana is gentle. Diana is gentle. Is Mona calm?",Affirming the Consequent,No
"If Quinn is shy, then Uma is calm. Uma is calm. Is Quinn shy?",Affirming the Consequent,No
"If Paul is proud, then Nina is gentle. Nina is gentle. Is Paul proud?",Affirming the Consequent,No
"If Alice is curious, then Diana is rude. Diana is rude. Is Alice curious?",Affirming the Consequent,No
"If Leo is smart, then Nina is curious. Nina is curious. Is Leo smart?",Affirming the Consequent,No
"If Wendy is happy, then Tina is shy. Tina is shy. Is Wendy happy?",Affirming the Consequent,No
"If Jack is rude, then Wendy is happy. Wendy is happy. Is Jack rude?",Affirming the Consequent,No
"If Rita is lazy, then Bob is shy. Bob is shy. Is Rita lazy?",Affirming the Consequent,No
"If Diana is tall, then Eve is curious. Eve is curious. Is Diana tall?",Affirming the Consequent,No
"If Mona is smart, then Uma is lazy. Uma is lazy. Is Mona smart?",Affirming the Consequent,No
"If Sam is rude, then Hank is honest. Hank is honest. Is Sam rude?",Affirming the Consequent,No
"If Hank is clever, then Leo is tall. Leo is tall. Is Hank clever?",Affirming the Consequent,No
"If Paul is brave, then Oscar is rude. Oscar is rude. Is Paul brave?",Affirming the Consequent,No
"If Xander is honest, then Wendy is curious. Wendy is curious. Is Xander honest?",Affirming the Consequent,No
"If Zane is lazy, then Kara is loud. Kara is loud. Is Zane lazy?",Affirming the Consequent,No
"If Nina is smart, then Bob is rude. Bob is rude. Is Nina smart?",Affirming the Consequent,No
"If Kara is gentle, then Rita is tall. Rita is tall. Is Kara gentle?",Affirming the Consequent,No
"If Quinn is loud, then Diana is short. Diana is short. Is Quinn loud?",Affirming the Consequent,No
"If Tina is gentle, then Victor is smart. Victor is smart. Is Tina gentle?",Affirming the Consequent,No
"If Jack is angry, then Mona is polite. Mona is polite. Is Jack angry?",Affirming the Consequent,No
"If Quinn is gentle, then Hank is kind. Hank is kind. Is Quinn gentle?",Affirming the Consequent,No
"If Rita is calm, then Oscar is quiet. Oscar is quiet. Is Rita calm?",Affirming the Consequent,No
"If Wendy is lazy, then Grace is curious. Grace is curious. Is Wendy lazy?",Affirming the Consequent,No
"If Bob is angry, then Xander is shy. Xander is shy. Is Bob angry?",Affirming the Consequent,No
"If Rita is clever, then Hank is honest. Hank is honest. Is Rita clever?",Affirming the Consequent,No
"If Kara is polite, then Zane is kind. Zane is kind. Is Kara polite?",Affirming the Consequent,No
"If Victor is calm, then Uma is brave. Uma is brave. Is Victor calm?",Affirming the Consequent,No
"If Rita is honest, then Nina is lazy. Nina is lazy. Is Rita honest?",Affirming the Consequent,No
"If Jack is proud, then Yara is polite. Yara is polite. Is Jack proud?",Affirming the Consequent,No
"If Leo is proud, then Hank is clever. Hank is clever. Is Leo proud?",Affirming the Consequent,No
"If Tina is lazy, then Zane is proud. Zane is proud. Is Tina lazy?",Affirming the Consequent,No
"If Zane is sad, then Charlie is gentle. Charlie is gentle. Is Zane sad?",Affirming the Consequent,No
"If Alice is clever, then Yara is honest. Yara is honest. Is Alice clever?",Affirming the Consequent,No
"If Paul is angry, then Alice is gentle. Alice is gentle. Is Paul angry?",Affirming the Consequent,No
"If Ivy is polite, then Quinn is angry. Quinn is angry. Is Ivy polite?",Affirming the Consequent,No
"If Eve is kind, then Uma is smart. Uma is smart. Is Eve kind?",Affirming the Consequent,No
"If Mona is clever, then Jack is kind. Jack is kind. Is Mona clever?",Affirming the Consequent,No
"If Kara is gentle, then Oscar is honest. Oscar is honest. Is Kara gentle?",Affirming the Consequent,No
"If Xander is sad, then Grace is calm. Grace is calm. Is Xander sad?",Affirming the Consequent,No
"If Uma is smart, then Sam is proud. Sam is proud. Is Uma smart?",Affirming the Consequent,No
"If Wendy is gentle, then Oscar is loud. Oscar is loud. Is Wendy gentle?",Affirming the Consequent,No
"If Hank is honest, then Rita is shy. Rita is shy. Is Hank honest?",Affirming the Consequent,No
"If Wendy is happy, then Tina is smart. Tina is smart. Is Wendy happy?",Affirming the Consequent,No
"If Kara is sad, then Zane is angry. Zane is angry. Is Kara sad?",Affirming the Consequent,No
"If Frank is calm, then Oscar is gentle. Oscar is gentle. Is Frank calm?",Affirming the Consequent,No
"If Bob is quiet, then Nina is angry. Nina is angry. Is Bob quiet?",Affirming the Consequent,No
"If Yara is polite, then Wendy is kind. Wendy is kind. Is Yara polite?",Affirming the Consequent,No
"If Paul is lazy, then Bob is curious. Bob is curious. Is Paul lazy?",Affirming the Consequent,No
"If Eve is sad, then Alice is polite. Alice is polite. Is Eve sad?",Affirming the Consequent,No
"If Ivy is clever, then Mona is proud. Mona is proud. Is Ivy clever?",Affirming the Consequent,No
"If Oscar is honest, then Bob is rude. Bob is rude. Is Oscar honest?",Affirming the Consequent,No
"If Victor is happy, then Wendy is gentle. Wendy is gentle. Is Victor happy?",Affirming the Consequent,No
"If Oscar is sad, then Diana is clever. Diana is clever. Is Oscar sad?",Affirming the Consequent,No
"If Kara is angry, then Uma is tall. Uma is tall. Is Kara angry?",Affirming the Consequent,No
"If Mona is kind, then Frank is brave. Frank is brave. Is Mona kind?",Affirming the Consequent,No
"If Frank is tall, then Bob is short. Bob is short. Is Frank tall?",Affirming the Consequent,No
"If Grace is smart, then Tina is quiet. Tina is quiet. Is Grace smart?",Affirming the Consequent,No
"If Sam is honest, then Frank is clever. Frank is clever. Is Sam honest?",Affirming the Consequent,No
"If Jack is smart, then Ivy is lazy. Ivy is lazy. Is Jack smart?",Affirming the Consequent,No
"If Paul is curious, then Charlie is angry. Charlie is angry. Is Paul curious?",Affirming the Consequent,No
"If Zane is short, then Frank is shy. Frank is shy. Is Zane short?",Affirming the Consequent,No
"If Rita is short, then Uma is curious. Uma is curious. Is Rita short?",Affirming the Consequent,No
"If Nina is clever, then Sam is calm. Sam is calm. Is Nina clever?",Affirming the Consequent,No
"If Eve is angry, then Hank is calm. Hank is calm. Is Eve angry?",Affirming the Consequent,No
"If Eve is clever, then Hank is shy. Hank is shy. Is Eve clever?",Affirming the Consequent,No
"If Ivy is shy, then Bob is angry. Bob is angry. Is Ivy shy?",Affirming the Consequent,No
"If Kara is quiet, then Nina is loud. Nina is loud. Is Kara quiet?",Affirming the Consequent,No
"If Wendy is honest, then Bob is quiet. Bob is quiet. Is Wendy honest?",Affirming the Consequent,No
"If Victor is clever, then Xander is sad. Xander is sad. Is Victor clever?",Affirming the Consequent,No
"If Tina is smart, then Eve is loud. Eve is loud. Is Tina smart?",Affirming the Consequent,No
"If Bob is polite, then Quinn is happy. Quinn is happy. Is Bob polite?",Affirming the Consequent,No
"If Alice is calm, then Tina is angry. Tina is angry. Is Alice calm?",Affirming the Consequent,No
"If Yara is loud, then Quinn is calm. Quinn is calm. Is Yara loud?",Affirming the Consequent,No
"If Uma is shy, then Oscar is gentle. Oscar is gentle. Is Uma shy?",Affirming the Consequent,No
"If Diana is rude, then Kara is shy. Kara is shy. Is Diana rude?",Affirming the Consequent,No
"If Xander is honest, then Sam is gentle. Sam is gentle. Is Xander honest?",Affirming the Consequent,No
"If Victor is curious, then Rita is honest. Rita is honest. Is Victor curious?",Affirming the Consequent,No
"If Grace is quiet, then Frank is polite. Frank is polite. Is Grace quiet?",Affirming the Consequent,No
"If Grace is loud, then Nina is smart. Nina is smart. Is Grace loud?",Affirming the Consequent,No
"If Eve is honest, then Zane is clever. Zane is clever. Is Eve honest?",Affirming the Consequent,No
"If Tina is shy, then Jack is angry. Jack is angry. Is Tina shy?",Affirming the Consequent,No
"If Charlie is sad, then Zane is honest. Zane is honest. Is Charlie sad?",Affirming the Consequent,No
"If Paul is polite, then Ivy is short. Ivy is short. Is Paul polite?",Affirming the Consequent,No
